221.490000|-44.866667|6.900000|678|HD 129791|NORMAL STARS AND WD|GO|A COMPREHENSIVE INVESTIGATION OF X-RAY EMISSION FROM INTERMEDIATE MASS STARS|01200256|Although X-rays have been detected from essentially all types of stars, one portion of the X-ray H-R Diagram remains an enigma. Despite large surveys using Einstein and ROSAT, it is still not clear whether or not main sequence stars of intermediate mass (spectral types B3--A 7) are intrinsic X-ray sources. Stars cooler than spectral type F0 are coronal X-ray sources and O3--B3 stars are wind X-ray sources, but are the intermediate mass stars intrinsic X-ray sources and how are they heated? We will exploit AXAF's three unique properties (high resolution imaging, high energy resolution, and high sensitivity detectors with very low background) to determine whether or not the intermediate mass stars are intrinsic X-ray sources and to study the nature of the X-ray emitting plasma.|39.400000|Linsky|Jeffrey
196.569167|-48.463333|12.500000|678|HD 113703|NORMAL STARS AND WD|GO|A COMPREHENSIVE INVESTIGATION OF X-RAY EMISSION FROM INTERMEDIATE MASS STARS|01200256|Although X-rays have been detected from essentially all types of stars, one portion of the X-ray H-R Diagram remains an enigma. Despite large surveys using Einstein and ROSAT, it is still not clear whether or not main sequence stars of intermediate mass (spectral types B3--A 7) are intrinsic X-ray sources. Stars cooler than spectral type F0 are coronal X-ray sources and O3--B3 stars are wind X-ray sources, but are the intermediate mass stars intrinsic X-ray sources and how are they heated? We will exploit AXAF's three unique properties (high resolution imaging, high energy resolution, and high sensitivity detectors with very low background) to determine whether or not the intermediate mass stars are intrinsic X-ray sources and to study the nature of the X-ray emitting plasma.|39.400000|Linsky|Jeffrey
56.125000|32.133333|50.000000|329|IC 348|NORMAL STARS AND WD|GO|THE FULL T TAURI STAR POPULATION OF THE YOUNG STELLAR CLUSTER IC 348|01200260|We propose to obtain a 50 ksec ACIS-I observation of the young stellar cluster IC 348. The high sensitivity and spatial resolution of AXAF/ACIS will allow us, for the first time, to detect X-ray emission from the numerous faint T Tauri stars in IC 348. This will enable us to identify the {\bf full} population of T Tauri stars in IC 348, i.e.~down to stellar masses of $0.1\,M_\odot$, by their X-ray emission. Furthermore, this observation will provide us with X-ray spectra and lightcurves for a large $(\ge 200)$ and homogeneous sample of T Tauri stars.|50.000000|Preibisch|Thomas
309.181250|40.352222|5.000000|341|WR 147|NORMAL STARS AND WD|GO|DIRECT HRC-I IMAGING OF THE COLLIDING WINDS SHOCK IN WR 147|01200272|Colliding stellar winds in early-type binary systems produce a complex region of shock-heated plasma with temperatures in excess of 10^7 K, with the strongest X-ray emission from systems containing Wolf-Rayet (WR) stars. Only in X-rays do we directly see the shocked gas from the wind collision. Recent high spatial resolution radio observations of WR 147 have revealed two sources 0.6" apart, which are believed to be the WR-star and the wind collision shock, both of which will be X-ray sources. These two sources will be resolvable in a 5ksec observation with the HRC-I. This observation will provide the first direct imaging of hot shocked gas in an early-type binary, unambiguously verifying that the enhanced X-ray emission in early-type binaries is due to a colliding winds shock.|5.000000|Pittard|Julian
53.310833|-25.871833|100.000000|368|NGC 1360|NORMAL STARS AND WD|GO|PHOTOSPHERIC METAL ABUNDANCES IN THE VERY HOT, HYDROGEN-RICH CENTRAL STARS OF THE PLANETARY NEBULAE NGC1360 AND NGC6853|01200299|We propose the spectroscopic observation of the very hot, hydrogen-rich central stars of the planetary nebulae NGC 1360 and NGC 6853. These are the brightest of four objects of this spectral subtype which were detected in the EUVE all-sky survey. Both were detected also by R OSAT. The high-resolution AXAF spectra will be analyzed together with high-resolution high-S/N optical, ultraviolet (IUE), extreme ultraviolet(EUVE), and X-ray (ROSAT) data by means of fully metal-line blanketed NLTE model atmospheres. Principal aim of the AXAF observations is the f irst comprehensive determination of light metal (Li - Ca) abundances as well as of iron group element abundances in central stars of planetary nebulae.|100.000000|Rauch|Thomas
354.390833|46.458139|100.000000|425|LAMBDA AND|NORMAL STARS AND WD|GO|CORONAL STRUCTURE OF THE LONG-PERIOD BINARY: LAMBDA AND|01200353|AXAF/HETG spectra of the RS CVn binary, Lambda And, will probe the temperature and density of an unusually hot corona, whose structure has been outlined through extreme ultraviolet and X-ray studies. Lambda And provides an important link for understanding the activity/rotati on relation, showing evidence in the photosphere for both high latitude and equatorial spots. The proposed AXAF grating observation will quantify the coronal emission measure distribution over the full temperature range, electron densities for at least two distinct temperatures, and elemental abundances needed to calculate radiative losses. Coronal abundances from high and low First Ionization Potential will be measured and compared with well known photospheric abundances.|100.000000|Dupree|Andrea
85.189583|-1.942778|75.000000|441|ZETA ORI|NORMAL STARS AND WD|GO|MEASURING DOPPLER SHIFTS OF X-RAY LINES TO DETERMINE THE STELLAR WIND X-RAY LOCATIONS IN OB STARS|01200366|For almost 20 years we have been trying to determine the source of the X-ray emission in OB stars. It is generally believed that this emission is caused by a distribution of stellar wind shocks. The AXAF grating spectrometers will provide the ultimate test of X-ray models. T he shock model predicts that X-ray lines must be Doppler blue-shifted, hence, our primary objective is to measure these blue-shifts. MARX simulations show that the expected X-ray line shifts will be at least 4 times the MEG1 energy resolution limit. ASCA observations have provided s tronger constraints on X-ray models, but they have also raised additional questions (e.g., X-ray abundance anomalies). The large number of X-ray lines predicted by MARX simulations will allow us to probe X-ray densities and abundances.|75.000000|waldron|wayne
36.408750|62.097917|40.000000|442|W3B|NORMAL STARS AND WD|GO|EXTENDED X-RAY EMISSION FROM MASSIVE STAR FORMATION REGIONS|01200367|We propose to obtain images and spectra for the massive star formation regions (MSFRs) W3, G5.89, and G34.26 using the ACIS-I detector on AXAF. Our goals are to determine how common X-ray emission is from MSFRs and if the emission is generally extended and as hard as that ob served toward W3. Further, we wish to use the high spatial resolution of AXAF to resolve the individual UC HII regions in the W3 complex. Observations of G5.89 and G34.26 will address the issues of how common extended, hard X-ray emission is from MSFRs, determine if FeXXV line emiss ion is common and possibly strong enough to account for a significant fraction of the FeXXV disk emission from the Galaxy.|40.000000|CHURCHWELL|EDWARD
68.386250|18.016667|5.000000|457|HR 1442|NORMAL STARS AND WD|GO|THE SOURCE OF X-RAYS IN THE HR 1442 SYSTEM|01200382|HR 1442 is a pair of B9 IV stars associated with the Taurus star formation region. It is also one of the brightest X-ray sources in this star formation region. ROSAT HRI observations could not resolve the pair. Ground based observations shows that one of the B stars has an i nfrared excess, a lithium absorption line, and may have a circumstellar disk. There is also a fainter IR-bright star nearby. We propose an HRC-I imaging observation to resolve the source(s) of the X-rays in this system. This will assist in elucidating the nature of the peculiar B st ar.|5.000000|Walter|Frederick
115.826667|28.886694|100.000000|547|SIGMA GEM|NORMAL STARS AND WD|GO|FLUORESCENCE AND OPTICAL DEPTH: NEW PROBES OF CORONAL GEOMETRY|01200472|Our proposed 100ks LETG+ACIS-S observation of the X-ray bright active star sigma Gem will yield a wealth of X-ray plasma line diagnostics that will give us a giant leap forward in our understanding of its coronal densities, abundance anomalies and emission measure distributi on. Unfortunately, there is one very basic unanswered question in the physics of active stellar coronae that the usual plasma diagnostics cannot address directly: What are the spatial characteristics of stellar coronae---the scale height and filling factor? What do other stellar cor onae actually look like? We will provide the first direct spectroscopic answers to this question through two novel diagnostics of coronal geometry: photospheric fluorescence and resonance line optical depths.|100.000000|Drake|Jeremy
202.695417|24.233028|40.000000|550|FK COM/HD 117555|NORMAL STARS AND WD|GO|FK COM: SHROUDED IN MYSTERY|01200475|FK Com is a single G-type giant rotating near the breakup velocity which is considered to be a recently coalesced binary. While generally displaying extreme levels of activity, FK Com is highly variable and surprisingly underluminous at X-ray wavelengths. This observed defic iency may be due either to obscuring material around the star, or to a dynamo mechanism which differs from that operating in other cool stars. We propose to observe FK Com and two similar stars, HD 199178 and LW Hya, to address this issue and others, such as the contribution of flar ing to the observed X-ray luminosity and the question of whether or not the corona is corotating. In the case of LW Hya, we propose to use ACIS-I for a quick first look, while we will use HETG for an in-depth study of FK Com and HD 199178.|40.000000|Buzasi|Derek
289.242500|5.150194|13.000000|572|VB 10|NORMAL STARS AND WD|GO|X-RAY EMISSION AT THE BOTTOM OF THE MAIN SEQUENCE|01200495|We propose to obtain AXAF ACIS-S-BI images of a sample of low mass stars and brown dwarfs. Until now, the lowest-mass dwarf detected in X-rays had been VB 8. Given the improved sensitivity of AXAF over previous missions, we are confident that coronal X-ray emission can now b e detected in the very lowest mass stars and substellar objects known. Therefore, the objective of this proposal is to make such detections and thereby establish the existence of magnetic activity at the very bottom of the main sequence and beyond. Our target list includes the brown dwarfs Kelu-1 and BRI 0021-0214 along with the very low mass stars LHS 2924 and VB 10. We also request a short ACIS-S-BI image of the known X-ray source VB 8 as a prelude to future AXAF LETG observations.|22.000000|FLEMING|THOMAS
253.897917|-8.394194|9.000000|572|VB 8|NORMAL STARS AND WD|GO|X-RAY EMISSION AT THE BOTTOM OF THE MAIN SEQUENCE|01200495|We propose to obtain AXAF ACIS-S-BI images of a sample of low mass stars and brown dwarfs. Until now, the lowest-mass dwarf detected in X-rays had been VB 8. Given the improved sensitivity of AXAF over previous missions, we are confident that coronal X-ray emission can now b e detected in the very lowest mass stars and substellar objects known. Therefore, the objective of this proposal is to make such detections and thereby establish the existence of magnetic activity at the very bottom of the main sequence and beyond. Our target list includes the brown dwarfs Kelu-1 and BRI 0021-0214 along with the very low mass stars LHS 2924 and VB 10. We also request a short ACIS-S-BI image of the known X-ray source VB 8 as a prelude to future AXAF LETG observations.|22.000000|FLEMING|THOMAS
246.382083|-24.417500|5.000000|653|OPHIUCHI MOSAIC #1|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
246.590417|-24.380556|5.000000|653|OPHIUCHI MOSAIC #2|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
246.374583|-24.292500|5.000000|653|OPHIUCHI MOSAIC #4|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
246.866667|-24.667500|5.000000|653|OPHIUCHI MOSAIC #8|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
247.109167|-24.792500|5.000000|653|OPHIUCHI MOSAIC #9|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
247.109167|-24.542500|5.000000|653|OPHIUCHI MOSAIC #10|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
247.109167|-24.292500|5.000000|653|OPHIUCHI MOSAIC #11|NORMAL STARS AND WD|GO|X-RAYS FROM THE RHO OPHIUCHI YOUNG STAR CLUSTER|01200572|The rho Ophiuchi cloud is one of the richest and nearest star forming regions with hundreds of young stellar objects (YSOs) representing all stages of early stellar evolution. It is a superb laboratory for the study of X-ray emission from YSOs with extensive multiwavelength data. AXAF observations will lead to insights concerning the dispersal of circumstellar disks, the impact of ionizing radiation and particles on disks, and the evolution of X-ray emission. We propose a mosaic of ACIS fields covering one square degree, designed to give a uniform sens itivity despite large changes in cloud extinction.|35.000000|Montmerle|Thierry
54.894583|-35.430556|40.000000|655|LP 944-20|NORMAL STARS AND WD|GO|THE END OF STELLAR CORONAE?|01200574|Almost all stars are X-ray emitters. Convective stars are thought to have analogs of the solar corona, caused by magnetic activity which in turn is produced by a dynamo. There are reasons to believe that the dynamo and coronal heating could change character near the bottom o f the main sequence. We get to the heart of this by going to the very bottom of the main sequence, and below to the brown dwarf regime. We test 2 of the nearest known such objects to see if they lie beyond the end of the realm of stellar coronae.|40.000000|Basri|Gibor
348.089167|10.784722|40.000000|666|GD 246|NORMAL STARS AND WD|GO|LETG OBSERVATION OF THE HOT WHITE DWARF GD 246|01200585|We propose an observation of the bright hot white dwarf GD 246 with the Low Energy Transmission Grating. Our goal is to make use of the high spectral resolution offered by the LETG to unambiguously identify the chemical elements responsible for the short wavelength opacity i n GD 246.|40.000000|Dupuis|Jean
122.383333|-47.336694|65.000000|688|HD 68273|NORMAL STARS AND WD|GO|X-RAY EMISSION FROM WOLF-RAYET STARS: THE COLLIDING WIND SHOCK SYSTEM GAMMA VELORUM|01200603|The powerful winds of Wolf-Rayet (WR) stars generate strong X-rays via shock processes and also serve as an important source of chemical enrichment of the interstellar medium. We propose to obtain a high resolution X-ray spectrum of the colliding wind shock binary system Gam ma Velorum (WC8 + O8), containing the closest WR star known. The spectrum will be rich in emission lines, providing information on mass loss parameters and shock geometry as well as metal abundances that can be used to test evolutionary models of massive stars.|65.000000|SKINNER|Stephen
269.638750|66.633111|50.000000|704|NGC 6543|NORMAL STARS AND WD|GO|SHOCKED STELLAR WINDS IN PLANETARY NEBULAE|01200619|Planetary nebulae (PNe) are expected to contain two types of X-ray sources: a hot central star with temperature between 100,000 and 200,000 K, and a shocked fast stellar wind at temperatures between 10$^6$ and 10$^8$ K. The shocked fast wind, if detected, allows us to peer i nto the PN interior and determine its physical conditions directly. We request ACIS-S observations of NGC 6543 (Cat's Eye Nebula) and NGC 7293 (Helix Nebula) in order to search for and analyze their shocked fast winds. NGC 6543 is the only PN for which diffuse X-ray emission has bee n previously reported and can be detected by the AXAF. NGC 7293 is the nearest PN, and hence provides the most promising case for which the hard and soft X-ray components may be spatially resolved and distinguished.|100.000000|Chu|You-Hua
337.410417|-20.838333|50.000000|704|NGC 7293|NORMAL STARS AND WD|GO|SHOCKED STELLAR WINDS IN PLANETARY NEBULAE|01200619|Planetary nebulae (PNe) are expected to contain two types of X-ray sources: a hot central star with temperature between 100,000 and 200,000 K, and a shocked fast stellar wind at temperatures between 10$^6$ and 10$^8$ K. The shocked fast wind, if detected, allows us to peer i nto the PN interior and determine its physical conditions directly. We request ACIS-S observations of NGC 6543 (Cat's Eye Nebula) and NGC 7293 (Helix Nebula) in order to search for and analyze their shocked fast winds. NGC 6543 is the only PN for which diffuse X-ray emission has bee n previously reported and can be detected by the AXAF. NGC 7293 is the nearest PN, and hence provides the most promising case for which the hard and soft X-ray components may be spatially resolved and distinguished.|100.000000|Chu|You-Hua
161.258333|-59.680278|100.000000|772|ETA CAR|NORMAL STARS AND WD|GO|RESOLVING THE X-RAY SPECTRUM OF THE EXTREMELY MASSIVE, SUPERLUMINOUS STAR ETA CARINAE WITH AXAF|01200684|Eta Car may be the most massive and luminous star in the Galaxy (Davidson and Humphreys 1997). It has remained a mystery shrouded behind a thick massive cloud of ejecta. X-ray emission is both a probe through this curtain and a probe of this curtain. AXAF grating spectroscop y will help us make the next leap forward by addressing currently unresolved questions about the velocity field near the star, the stellar abundances and possible abundance gradients in the circumstellar ejecta, the processes of line excitation, and the nature of the hard X-ray emis sion and the nature of the star (or stars).|100.000000|Corcoran|Michael
168.790000|-61.269833|50.000000|775|NGC 3603|NORMAL STARS AND WD|GO|X-RAY PROPERTIES OF VERY MASSIVE STARS WITH VERYDIFFERENT METALLICITIES:THE ``STARBURSTS'' NGC 3603 AND NGC 346|01200687|We propose to use ACIS-I to image the centers of the starburst analogues NGC 3603 in the Galaxy and NGC 346 in the SMC. This study will enable us to definitively determine the effects of abundance on X-ray emission, will provide X-ray luminosities for nearly 100 stars, will provide X-ray spectra for dozens of massive stars, and will enable us to examine the nature of diffuse emission and SNR on the local ISM.|50.000000|Corcoran|Michael
83.865417|-5.099028|100.000000|792|OMC2--3|NORMAL STARS AND WD|GO|HARD X-RAY SEARCH FROM CLASS 0 PROTOSTARS|01200704|We propose to observe the Orion Molecular Clouds, OMC 2 and OMC 3, with the ACIS-I instrument. With ASCA, these regions are found to exhibit hard X-ray emissions, possiblly from embedded Class 0 and Class I protostars. Our goal is to investigate; (1) when a star begins to em it X-rays, (2) what is the difference in X-rays (spectrum and time variability) between Class 0 and Class I, and the other phases of star formation (ClassII, III), and (3) what is the X-ray emission mechanism in the protostar phase.|100.000000|Koyama|Katsuji
246.839167|-24.496694|100.000000|793|RHOOPHCORE|NORMAL STARS AND WD|GO|RESOLVING EMBEDDED X-RAY OBJECTS IN RHO OPH CLOUD CORE|01200705|With the ASCA observations of the Rho Oph dark cloud, we found variable hard X-ray emission from Class I sources. A Class I (EL29) shows a flare like TTSs, other (WL6) varies sinusoidally, suggesting rotation period, and the other (YLW15) exhibit quasi-periodic flares, sugge stive for the star-disk magnetic connection. Non X-ray emitting Class I is also found. Our proposal is, with no source confusion problem, to confirm these variety of X-ray activity, to search for X-rays from other Class Is, as well as new X-ray emitting young stellar objects, using ACIS with the high spatial resolution up to 10 keV energy. Together with the radio search of bipolar structure, and comparison of TTSs, our goal is to give strong constrain on the evolution and structure of protostars.|100.000000|Koyama|Katsuji
